Date,JPM,USB,WFC,CMA,C,BAC
03/02/1981,1.868217329,-0.46456953,-0.742345474,0,0.366490648,0.40401361
04/02/1981,-0.344222406,0,-0.376050459,0,-0.366490648,0.796859802
05/02/1981,0.799014018,0,0,0,0.183641754,0.782564589
06/02/1981,-1.145962089,0.46456953,0.376050459,0.539550397,0.36492467,1.147964835
09/02/1981,0.462000352,0,-0.755385556,0,-0.918182781,-0.379313928
10/02/1981,1.13399295,0,-0.962892234,0,0.369616358,1.128085216
11/02/1981,0,0,0.962892234,0,-0.369616358,0.736139274
12/02/1981,0.776516412,0.459652531,0,0,0,-0.366509939
13/02/1981,-0.442015462,-0.459652531,0,-0.539550397,-0.748819356,-0.742370968
17/02/1981,0,0,0.755385556,-0.546257301,0.376043674,-0.755343583
18/02/1981,-0.11119866,-0.934162395,0.372695473,0,0.372775682,-0.382593815
19/02/1981,-0.223302289,0.469592865,-0.748745932,0,0.185194775,0
20/02/1981,0.445438954,0,0,0,0.184421583,1.137937398
23/02/1981,0.440916605,0,0.748745932,0,-0.555630927,0.742370968
24/02/1981,0,0,-0.372695473,0,-0.374382675,0.366509939
25/02/1981,0.760988372,0,0.372695473,0,0,-0.366509939
26/02/1981,0.322073977,0,0.369650001,0,0.187621561,0
27/02/1981,-0.214435281,0,0.729992991,0,-0.187621561,0.366509939
02/03/1981,-0.215544833,-0.469592865,0,0,0,-0.736139274
03/03/1981,-0.216642811,0.469592865,0.360323577,0.546257301,-0.377644906,0
04/03/1981,0.324548949,0,0,0,0.189222793,1.817468363
05/03/1981,0,-0.469592865,0.35748019,0,0,0
06/03/1981,-0.107906138,0.469592865,0,0,-0.189222793,-0.357459857
09/03/1981,-0.325313516,0,0.354561675,-0.546257301,0.189222793,-1.090379171
10/03/1981,0.75529363,0,-0.354561675,0,-0.189222793,0.366509939
11/03/1981,-0.107085293,-0.469592865,-0.35748019,0,0.377644906,0.363442754
12/03/1981,0.107085293,0,0.35748019,0,0.930013601,0
13/03/1981,0.637136401,0,0.706132517,0.546257301,0,0.717886336
16/03/1981,0.627902325,1.393814926,-0.351570842,0.539550397,0.548566423,0
17/03/1981,0.413578025,0,-0.712041865,0.532890547,0.54176868,0.706155684
18/03/1981,0.815631212,0.454838525,0.712041865,0,0.535055397,0.348846402
19/03/1981,0.100887875,0,-0.712041865,1.046519311,1.566789683,0.346010774
20/03/1981,-0.303348082,0.895190539,0,2.020329987,2.491844483,0.343331214
23/03/1981,-0.613171005,0.440987547,0,0.975997409,1.272743857,1.014002767
24/03/1981,0.102819877,2.139755759,-0.360323577,0,0.156486695,0.66303001
25/03/1981,0.10255545,0,0.717803766,-0.485257042,2.430250368,0.3277838
26/03/1981,-0.205375327,0.415667149,-0.717803766,0,-0.895446036,0
27/03/1981,-0.517629254,0,-0.729992991,-0.490740366,1.627856606,-0.658060375
30/03/1981,0.517629254,0,0.729992991,0,1.708938294,-0.668130641
31/03/1981,0.307710694,-0.835351163,0.360323577,0,0,0.998407216
01/04/1981,0.709462445,0.835351163,-0.360323577,0,5.130751721,-0.330276575
02/04/1981,-0.607410596,0,0.360323577,0,-1.643840855,-0.332753435
03/04/1981,-0.204387216,0,0.35748019,-0.496312401,0.766444164,0.332753435
06/04/1981,-0.205375327,-1.258707123,-1.0812665,-1.524017586,-0.509440111,-0.332753435
07/04/1981,0.205375327,0,0.72378631,0.513971106,1.757482659,0
08/04/1981,0.102335367,0.843039973,0,0,-0.24673805,-0.673364481
09/04/1981,0.507920518,0,0,0.507922474,0,0.673364481
10/04/1981,0.201541927,0.415667149,-0.72378631,0,-1.128115611,-0.335377206
13/04/1981,-0.404002134,-0.415667149,-1.108875732,0,-0.510934014,-0.67862556
14/04/1981,0.202460207,-0.843039973,0.742345474,1.974433815,-0.387200542,0
15/04/1981,0.301942112,0,0,0,0.898134556,0.67862556
16/04/1981,0.498632123,0.843039973,0,0.479894903,-0.382628998,0.668130641
20/04/1981,0.197869129,0,0,-0.479894903,-1.037180239,-1.006117915
21/04/1981,0.098576778,0,0,0,-1.197223207,0.337987274
22/04/1981,-0.098576778,0,-0.742345474,0,1.458834499,-0.337987274
23/04/1981,0.098576778,-0.843039973,-0.946237548,0,0.903468587,0.337987274
24/04/1981,0.683924303,0,0.190851992,0,0.254729357,0
27/04/1981,-0.194307471,0.843039973,0.379335097,0,-0.510934014,0
28/04/1981,0.580374127,-0.419684014,0.376050459,-0.729916073,-0.777884296,0
29/04/1981,-0.775575459,-0.42335596,-0.755385556,-0.246081336,-0.526426912,0
30/04/1981,-0.789615196,0,0.755385556,-0.496312401,-0.399040937,0.335377206
